image,mos,reference,noise
raw/213.bmp,45.9928662,213,6
HP/213.bmp,26.78791798,213,7
IBLA/213.bmp,51.72069083,213,8
twostep/213.bmp,57.48647552,213,9
ACPAB/213.bmp,40.03990994,213,10
waternet/214.bmp,59.74265616,214,1
funiegan/214.bmp,56.50234921,214,2
fusion18/214.bmp,56.86001493,214,3
dive/214.bmp,52.78457798,214,4
fusion12/214.bmp,49.2459495,214,5
raw/214.bmp,47.60469781,214,6
HP/214.bmp,20.61896824,214,7
IBLA/214.bmp,55.21137981,214,8
twostep/214.bmp,38.31227117,214,9
ACPAB/214.bmp,46.25388957,214,10
waternet/215.bmp,57.16931329,215,1
funiegan/215.bmp,58.82752587,215,2
fusion18/215.bmp,69.6212582,215,3
dive/215.bmp,58.6982063,215,4
fusion12/215.bmp,50.72228834,215,5
raw/215.bmp,45.70638855,215,6
HP/215.bmp,38.03172661,215,7
IBLA/215.bmp,53.31457855,215,8
twostep/215.bmp,54.93134871,215,9
ACPAB/215.bmp,69.75658752,215,10
waternet/216.bmp,46.75788338,216,1
funiegan/216.bmp,47.30177524,216,2
fusion18/216.bmp,46.72996336,216,3
dive/216.bmp,33.55315686,216,4
fusion12/216.bmp,43.43099627,216,5
raw/216.bmp,51.77232369,216,6
HP/216.bmp,20.36374411,216,7
IBLA/216.bmp,40.48880244,216,8
twostep/216.bmp,31.4399886,216,9
ACPAB/216.bmp,34.35995597,216,10
waternet/217.bmp,63.63473089,217,1
funiegan/217.bmp,63.62101592,217,2
fusion18/217.bmp,56.4412108,217,3
dive/217.bmp,56.7928352,217,4
fusion12/217.bmp,51.66541029,217,5
raw/217.bmp,46.76451166,217,6
HP/217.bmp,25.80644721,217,7
IBLA/217.bmp,48.12875539,217,8
twostep/217.bmp,64.60088407,217,9
ACPAB/217.bmp,50.10056558,217,10
waternet/218.bmp,59.42765856,218,1
funiegan/218.bmp,46.93598819,218,2
fusion18/218.bmp,61.43101559,218,3
dive/218.bmp,38.35392102,218,4
fusion12/218.bmp,55.06432741,218,5
raw/218.bmp,45.53640637,218,6
HP/218.bmp,46.29350497,218,7
IBLA/218.bmp,54.50649438,218,8
twostep/218.bmp,42.91512631,218,9
ACPAB/218.bmp,26.63103667,218,10
waternet/219.bmp,55.20421327,219,1
funiegan/219.bmp,60.5262299,219,2
fusion18/219.bmp,67.43209428,219,3
dive/219.bmp,55.85730171,219,4
fusion12/219.bmp,43.84142853,219,5
raw/219.bmp,45.69280817,219,6
HP/219.bmp,34.63559346,219,7
IBLA/219.bmp,48.97462608,219,8
twostep/219.bmp,52.9027049,219,9
ACPAB/219.bmp,64.26940939,219,10
waternet/220.bmp,45.01162811,220,1
funiegan/220.bmp,39.92318193,220,2
fusion18/220.bmp,49.30428981,220,3
dive/220.bmp,44.20716098,220,4
fusion12/220.bmp,25.85037193,220,5
raw/220.bmp,32.32707684,220,6
HP/220.bmp,20.48575627,220,7
IBLA/220.bmp,32.42767223,220,8
twostep/220.bmp,41.08302732,220,9
ACPAB/220.bmp,31.21327355,220,10
waternet/221.bmp,61.02657069,221,1
funiegan/221.bmp,45.12232364,221,2
fusion18/221.bmp,62.62796377,221,3
dive/221.bmp,48.38780286,221,4
fusion12/221.bmp,24.89005356,221,5
raw/221.bmp,45.71267164,221,6
HP/221.bmp,25.0789752,221,7
IBLA/221.bmp,45.68851317,221,8
twostep/221.bmp,46.71038383,221,9
ACPAB/221.bmp,24.04440217,221,10
waternet/222.bmp,61.57502268,222,1
funiegan/222.bmp,57.80231997,222,2
fusion18/222.bmp,64.32234824,222,3
dive/222.bmp,57.46266653,222,4
fusion12/222.bmp,51.25773242,222,5
raw/222.bmp,42.15533644,222,6
HP/222.bmp,30.4114375,222,7
IBLA/222.bmp,48.03941067,222,8
twostep/222.bmp,67.04649952,222,9
ACPAB/222.bmp,53.99572138,222,10
waternet/223.bmp,59.13083395,223,1
funiegan/223.bmp,45.51809862,223,2
fusion18/223.bmp,53.79639729,223,3
dive/223.bmp,55.01732108,223,4
fusion12/223.bmp,38.63084105,223,5
raw/223.bmp,41.48370436,223,6
HP/223.bmp,24.62561374,223,7
IBLA/223.bmp,41.29376655,223,8
twostep/223.bmp,48.01253702,223,9
ACPAB/223.bmp,52.23963322,223,10
waternet/224.bmp,52.89350794,224,1
funiegan/224.bmp,29.27785747,224,2
fusion18/224.bmp,43.61682819,224,3
dive/224.bmp,41.09205643,224,4
fusion12/224.bmp,33.62614114,224,5
raw/224.bmp,35.73919816,224,6
HP/224.bmp,22.16135291,224,7
IBLA/224.bmp,39.21210782,224,8
twostep/224.bmp,42.04123086,224,9
ACPAB/224.bmp,22.14186991,224,10
waternet/225.bmp,53.14063014,225,1
funiegan/225.bmp,50.00449071,225,2
fusion18/225.bmp,57.30198478,225,3
dive/225.bmp,48.23296109,225,4
fusion12/225.bmp,49.50735078,225,5
raw/225.bmp,41.33443593,225,6
HP/225.bmp,36.61511658,225,7
IBLA/225.bmp,43.59804947,225,8
twostep/225.bmp,46.78895193,225,9
ACPAB/225.bmp,67.60758537,225,10
waternet/226.bmp,55.93382569,226,1
funiegan/226.bmp,65.89968805,226,2
fusion18/226.bmp,56.85807552,226,3
dive/226.bmp,59.57791379,226,4
fusion12/226.bmp,35.53188213,226,5
raw/226.bmp,48.12246967,226,6
HP/226.bmp,20.50122018,226,7
IBLA/226.bmp,45.0709939,226,8
twostep/226.bmp,45.18640301,226,9
ACPAB/226.bmp,22.92577779,226,10
waternet/227.bmp,42.37461646,227,1
funiegan/227.bmp,42.38721727,227,2
fusion18/227.bmp,41.72731944,227,3
dive/227.bmp,50.22397077,227,4
fusion12/227.bmp,41.78130931,227,5
raw/227.bmp,38.07773951,227,6
HP/227.bmp,27.40665774,227,7
IBLA/227.bmp,48.67084934,227,8
twostep/227.bmp,45.71986322,227,9
ACPAB/227.bmp,27.77150916,227,10
waternet/228.bmp,48.54659899,228,1
funiegan/228.bmp,45.83724742,228,2
fusion18/228.bmp,43.58820376,228,3
dive/228.bmp,40.77190143,228,4
fusion12/228.bmp,23.96573296,228,5
raw/228.bmp,50.54003833,228,6
HP/228.bmp,22.37124171,228,7
IBLA/228.bmp,47.07334372,228,8
twostep/228.bmp,50.05089304,228,9
ACPAB/228.bmp,22.37124171,228,10
waternet/229.bmp,54.69368784,229,1
funiegan/229.bmp,46.57296829,229,2
fusion18/229.bmp,61.3549498,229,3
dive/229.bmp,61.44781646,229,4
fusion12/229.bmp,38.49889488,229,5
raw/229.bmp,47.06906687,229,6
HP/229.bmp,20.50122018,229,7
IBLA/229.bmp,47.25150012,229,8
twostep/229.bmp,44.65629646,229,9
ACPAB/229.bmp,62.20984971,229,10
waternet/230.bmp,69.36014873,230,1
funiegan/230.bmp,67.81660212,230,2
fusion18/230.bmp,74.58148928,230,3
dive/230.bmp,65.64588102,230,4
fusion12/230.bmp,66.0758165,230,5
raw/230.bmp,53.18324158,230,6
HP/230.bmp,57.08460038,230,7
IBLA/230.bmp,49.83721194,230,8
twostep/230.bmp,72.15144452,230,9
ACPAB/230.bmp,74.17942766,230,10
waternet/231.bmp,38.28258301,231,1
funiegan/231.bmp,51.36367467,231,2
fusion18/231.bmp,42.90852622,231,3
dive/231.bmp,40.62582827,231,4
fusion12/231.bmp,48.90169765,231,5
raw/231.bmp,43.4064475,231,6
HP/231.bmp,62.44599518,231,7
IBLA/231.bmp,46.65696654,231,8
twostep/231.bmp,49.65095093,231,9
ACPAB/231.bmp,24.4850192,231,10
waternet/232.bmp,47.06043515,232,1
funiegan/232.bmp,52.77530909,232,2
fusion18/232.bmp,57.29695753,232,3
dive/232.bmp,60.25501379,232,4
fusion12/232.bmp,48.23403422,232,5
raw/232.bmp,49.26358774,232,6
HP/232.bmp,26.85742859,232,7
IBLA/232.bmp,44.41576785,232,8
twostep/232.bmp,47.04433805,232,9
ACPAB/232.bmp,22.29132873,232,10
waternet/233.bmp,55.21371571,233,1
funiegan/233.bmp,45.3836895,233,2
fusion18/233.bmp,44.55735512,233,3
dive/233.bmp,58.03544646,233,4
fusion12/233.bmp,31.12870673,233,5
raw/233.bmp,43.13887045,233,6
HP/233.bmp,20.61896824,233,7
IBLA/233.bmp,42.21341391,233,8
twostep/233.bmp,43.19585646,233,9
ACPAB/233.bmp,48.91449258,233,10
waternet/234.bmp,52.9503235,234,1
funiegan/234.bmp,57.72070786,234,2
fusion18/234.bmp,62.59765544,234,3
dive/234.bmp,64.96630512,234,4
fusion12/234.bmp,49.73030637,234,5
raw/234.bmp,45.46115982,234,6
HP/234.bmp,22.07105704,234,7
IBLA/234.bmp,44.61450554,234,8
twostep/234.bmp,45.79978821,234,9
ACPAB/234.bmp,68.431795,234,10
waternet/235.bmp,67.22955185,235,1
funiegan/235.bmp,63.33566215,235,2
fusion18/235.bmp,59.99675471,235,3
dive/235.bmp,65.59830727,235,4
fusion12/235.bmp,37.733897,235,5
raw/235.bmp,44.0232842,235,6
HP/235.bmp,22.38426944,235,7
IBLA/235.bmp,45.82364772,235,8
twostep/235.bmp,44.31941557,235,9
ACPAB/235.bmp,43.46862616,235,10
waternet/236.bmp,55.8553525,236,1
funiegan/236.bmp,43.2119105,236,2
fusion18/236.bmp,69.46588999,236,3
dive/236.bmp,64.7243714,236,4
fusion12/236.bmp,54.33751205,236,5
raw/236.bmp,48.86338194,236,6
HP/236.bmp,47.83367493,236,7
IBLA/236.bmp,53.34200673,236,8
twostep/236.bmp,62.00017496,236,9
ACPAB/236.bmp,67.45125351,236,10
waternet/237.bmp,53.45403709,237,1
funiegan/237.bmp,47.8037995,237,2
fusion18/237.bmp,56.30564172,237,3
dive/237.bmp,55.46136862,237,4
fusion12/237.bmp,50.81501281,237,5
raw/237.bmp,53.35263131,237,6
HP/237.bmp,24.07667443,237,7
IBLA/237.bmp,57.62285231,237,8
twostep/237.bmp,40.48010327,237,9
ACPAB/237.bmp,35.74885606,237,10
waternet/238.bmp,54.79536227,238,1
funiegan/238.bmp,60.05554564,238,2
fusion18/238.bmp,52.33743873,238,3
dive/238.bmp,49.98076401,238,4
fusion12/238.bmp,44.15709396,238,5
raw/238.bmp,43.94395108,238,6
HP/238.bmp,25.19286723,238,7
IBLA/238.bmp,45.80707384,238,8
twostep/238.bmp,57.66103099,238,9
ACPAB/238.bmp,43.67046813,238,10
waternet/239.bmp,57.81154575,239,1
funiegan/239.bmp,37.96303621,239,2
fusion18/239.bmp,64.67452441,239,3
dive/239.bmp,62.57982149,239,4
fusion12/239.bmp,61.0874491,239,5
raw/239.bmp,45.9794349,239,6
HP/239.bmp,49.55958185,239,7
IBLA/239.bmp,50.6682679,239,8
twostep/239.bmp,59.81703393,239,9
ACPAB/239.bmp,47.60674047,239,10
waternet/240.bmp,50.46671283,240,1
funiegan/240.bmp,52.18656841,240,2
fusion18/240.bmp,58.75967177,240,3
dive/240.bmp,60.37134643,240,4
fusion12/240.bmp,53.53875985,240,5
raw/240.bmp,54.83479109,240,6
HP/240.bmp,25.14032012,240,7
IBLA/240.bmp,50.93329136,240,8
twostep/240.bmp,53.03078703,240,9
ACPAB/240.bmp,51.4304882,240,10
waternet/241.bmp,53.0790458,241,1
funiegan/241.bmp,59.03005764,241,2
fusion18/241.bmp,60.11007069,241,3
dive/241.bmp,53.23332062,241,4
fusion12/241.bmp,47.57903268,241,5
raw/241.bmp,46.84440538,241,6
HP/241.bmp,24.04440217,241,7
IBLA/241.bmp,47.21230286,241,8
twostep/241.bmp,47.31159232,241,9
ACPAB/241.bmp,44.1100956,241,10
waternet/242.bmp,56.11846063,242,1
funiegan/242.bmp,52.89404419,242,2
fusion18/242.bmp,48.96638855,242,3
dive/242.bmp,44.85053502,242,4
fusion12/242.bmp,49.20383228,242,5
raw/242.bmp,45.73097567,242,6
HP/242.bmp,28.63307193,242,7
IBLA/242.bmp,47.37273273,242,8
twostep/242.bmp,61.1219392,242,9
ACPAB/242.bmp,50.42988748,242,10
waternet/243.bmp,57.03530192,243,1
funiegan/243.bmp,61.07227697,243,2
fusion18/243.bmp,65.08406564,243,3
dive/243.bmp,70.72079548,243,4
fusion12/243.bmp,52.66828578,243,5
raw/243.bmp,43.53882344,243,6
HP/243.bmp,22.58519616,243,7
IBLA/243.bmp,45.08352696,243,8
twostep/243.bmp,52.16262824,243,9
ACPAB/243.bmp,43.35251351,243,10
waternet/244.bmp,59.33657984,244,1
funiegan/244.bmp,55.90021341,244,2
fusion18/244.bmp,66.5190317,244,3
dive/244.bmp,64.20899109,244,4
fusion12/244.bmp,49.34826423,244,5
raw/244.bmp,48.86205653,244,6
HP/244.bmp,25.69905845,244,7
IBLA/244.bmp,58.54998596,244,8
twostep/244.bmp,39.25343915,244,9
ACPAB/244.bmp,25.68829563,244,10
waternet/245.bmp,44.25919106,245,1
funiegan/245.bmp,48.72700347,245,2
fusion18/245.bmp,68.09301635,245,3
dive/245.bmp,73.65384569,245,4
fusion12/245.bmp,40.7072833,245,5
raw/245.bmp,45.56846074,245,6
HP/245.bmp,22.16245594,245,7
IBLA/245.bmp,48.49768998,245,8
twostep/245.bmp,42.50927627,245,9
ACPAB/245.bmp,69.64915209,245,10
waternet/246.bmp,57.8573498,246,1
funiegan/246.bmp,77.72655506,246,2
fusion18/246.bmp,63.76667371,246,3
dive/246.bmp,61.2952174,246,4
fusion12/246.bmp,54.23133542,246,5
raw/246.bmp,45.45497722,246,6
HP/246.bmp,23.09554238,246,7
IBLA/246.bmp,58.71212387,246,8
twostep/246.bmp,56.30260842,246,9
ACPAB/246.bmp,34.44605766,246,10
waternet/247.bmp,49.25808556,247,1
funiegan/247.bmp,44.27391628,247,2
fusion18/247.bmp,54.82401205,247,3
dive/247.bmp,66.8986113,247,4
fusion12/247.bmp,49.23690535,247,5
raw/247.bmp,46.91534817,247,6
HP/247.bmp,23.03402562,247,7
IBLA/247.bmp,47.93929325,247,8
twostep/247.bmp,43.54603122,247,9
ACPAB/247.bmp,70.47817372,247,10
waternet/248.bmp,51.07834174,248,1
funiegan/248.bmp,51.98404189,248,2
fusion18/248.bmp,66.34612509,248,3
dive/248.bmp,55.30438501,248,4
fusion12/248.bmp,28.72543714,248,5
raw/248.bmp,48.41032451,248,6
HP/248.bmp,20.19893333,248,7
IBLA/248.bmp,49.14138008,248,8
twostep/248.bmp,46.35683926,248,9
ACPAB/248.bmp,27.51475476,248,10
waternet/249.bmp,49.11421665,249,1
funiegan/249.bmp,54.46381857,249,2
fusion18/249.bmp,59.76259514,249,3
dive/249.bmp,52.31098388,249,4
fusion12/249.bmp,52.31351356,249,5
raw/249.bmp,45.89853625,249,6
HP/249.bmp,26.24016657,249,7
IBLA/249.bmp,46.13826493,249,8
twostep/249.bmp,43.87355954,249,9
ACPAB/249.bmp,32.51828266,249,10
waternet/250.bmp,53.56934729,250,1
funiegan/250.bmp,53.99361014,250,2
fusion18/250.bmp,60.79265769,250,3
dive/250.bmp,41.6974915,250,4
fusion12/250.bmp,38.28051809,250,5
raw/250.bmp,47.69376855,250,6
HP/250.bmp,23.04770474,250,7
IBLA/250.bmp,37.63822314,250,8
twostep/250.bmp,46.78372302,250,9
ACPAB/250.bmp,40.86290473,250,10
waternet/251.bmp,45.50380779,251,1
funiegan/251.bmp,40.93143413,251,2
fusion18/251.bmp,42.19547828,251,3
dive/251.bmp,45.42600034,251,4
fusion12/251.bmp,24.51790158,251,5
raw/251.bmp,40.83268025,251,6
HP/251.bmp,23.02837438,251,7
IBLA/251.bmp,41.76158303,251,8
twostep/251.bmp,38.35361864,251,9
ACPAB/251.bmp,21.07050301,251,10
waternet/252.bmp,57.00801923,252,1
funiegan/252.bmp,55.21269248,252,2
fusion18/252.bmp,62.73085003,252,3
dive/252.bmp,53.82646019,252,4
fusion12/252.bmp,56.09440618,252,5
raw/252.bmp,53.18246456,252,6
HP/252.bmp,22.16245594,252,7
IBLA/252.bmp,59.74643288,252,8
twostep/252.bmp,33.45574103,252,9
ACPAB/252.bmp,27.79494431,252,10
waternet/253.bmp,49.78814453,253,1
funiegan/253.bmp,50.13658837,253,2
fusion18/253.bmp,64.89595113,253,3
dive/253.bmp,75.70578491,253,4
fusion12/253.bmp,39.03801338,253,5
raw/253.bmp,45.13772017,253,6
HP/253.bmp,22.02413591,253,7
IBLA/253.bmp,47.40775419,253,8
twostep/253.bmp,47.70164999,253,9
ACPAB/253.bmp,51.62982942,253,10
waternet/254.bmp,59.58328073,254,1
funiegan/254.bmp,63.74970903,254,2
fusion18/254.bmp,56.35851162,254,3
dive/254.bmp,75.73564492,254,4
fusion12/254.bmp,50.99247461,254,5
raw/254.bmp,44.54529452,254,6
HP/254.bmp,31.68599267,254,7
IBLA/254.bmp,47.06906687,254,8
twostep/254.bmp,48.80557774,254,9
ACPAB/254.bmp,61.84602312,254,10
waternet/255.bmp,49.93340434,255,1
funiegan/255.bmp,49.97512697,255,2
fusion18/255.bmp,58.08954785,255,3
dive/255.bmp,46.63085604,255,4
fusion12/255.bmp,27.33916259,255,5
raw/255.bmp,48.00420574,255,6
HP/255.bmp,21.29088626,255,7
IBLA/255.bmp,50.76265459,255,8
twostep/255.bmp,46.27172307,255,9
ACPAB/255.bmp,30.93782171,255,10
waternet/256.bmp,44.02827712,256,1
funiegan/256.bmp,44.93847787,256,2
fusion18/256.bmp,44.83753647,256,3
dive/256.bmp,44.40925285,256,4
fusion12/256.bmp,35.23175367,256,5
raw/256.bmp,38.81594096,256,6
HP/256.bmp,33.58995963,256,7
IBLA/256.bmp,40.27775754,256,8
twostep/256.bmp,51.97294597,256,9
ACPAB/256.bmp,50.75340422,256,10
waternet/257.bmp,57.09270873,257,1
funiegan/257.bmp,50.46953029,257,2
fusion18/257.bmp,62.6750721,257,3
dive/257.bmp,64.54600274,257,4
fusion12/257.bmp,47.10565434,257,5
raw/257.bmp,44.16293017,257,6
HP/257.bmp,23.24607245,257,7
IBLA/257.bmp,41.58259495,257,8
twostep/257.bmp,47.40171221,257,9
ACPAB/257.bmp,59.72553613,257,10
waternet/258.bmp,52.7250538,258,1
funiegan/258.bmp,52.95134294,258,2
fusion18/258.bmp,64.9414711,258,3
dive/258.bmp,63.44875516,258,4
fusion12/258.bmp,44.40585021,258,5
raw/258.bmp,50.03953934,258,6
HP/258.bmp,24.90660914,258,7
IBLA/258.bmp,50.92132837,258,8
twostep/258.bmp,45.29829094,258,9
ACPAB/258.bmp,26.14216721,258,10
waternet/259.bmp,51.92405818,259,1
funiegan/259.bmp,71.99053166,259,2
fusion18/259.bmp,76.05795081,259,3
dive/259.bmp,58.51896216,259,4
fusion12/259.bmp,49.06152427,259,5
raw/259.bmp,44.99137954,259,6
HP/259.bmp,37.0474795,259,7
IBLA/259.bmp,54.53279516,259,8
twostep/259.bmp,39.92873316,259,9
ACPAB/259.bmp,49.5775119,259,10
waternet/260.bmp,52.5485538,260,1
funiegan/260.bmp,46.1468607,260,2
fusion18/260.bmp,71.72785284,260,3
dive/260.bmp,53.77386658,260,4
fusion12/260.bmp,34.39681525,260,5
raw/260.bmp,42.50140937,260,6
HP/260.bmp,22.82732149,260,7
IBLA/260.bmp,45.45640413,260,8
twostep/260.bmp,45.88986107,260,9
ACPAB/260.bmp,51.93474802,260,10
waternet/261.bmp,47.40614728,261,1
funiegan/261.bmp,47.88925027,261,2
fusion18/261.bmp,58.5956064,261,3
dive/261.bmp,55.17964861,261,4
fusion12/261.bmp,32.10516513,261,5
raw/261.bmp,50.05981287,261,6
HP/261.bmp,22.16245594,261,7
IBLA/261.bmp,49.99839468,261,8
twostep/261.bmp,38.8627077,261,9
ACPAB/261.bmp,29.57280138,261,10
waternet/262.bmp,59.05573826,262,1
funiegan/262.bmp,56.74157711,262,2
fusion18/262.bmp,55.00465105,262,3
dive/262.bmp,56.97264742,262,4
fusion12/262.bmp,44.12584905,262,5
raw/262.bmp,42.22823406,262,6
HP/262.bmp,24.84116789,262,7
IBLA/262.bmp,44.10616347,262,8
twostep/262.bmp,65.53916098,262,9
ACPAB/262.bmp,54.88685738,262,10
waternet/263.bmp,64.18111526,263,1
funiegan/263.bmp,70.81747527,263,2
fusion18/263.bmp,68.25326369,263,3
dive/263.bmp,65.38716731,263,4
fusion12/263.bmp,49.60568729,263,5
raw/263.bmp,45.5539604,263,6
HP/263.bmp,40.37454526,263,7
IBLA/263.bmp,53.99406883,263,8
twostep/263.bmp,59.28614227,263,9
ACPAB/263.bmp,63.53492059,263,10
waternet/264.bmp,54.58899061,264,1
funiegan/264.bmp,51.71584647,264,2
fusion18/264.bmp,58.58699288,264,3
dive/264.bmp,53.46931378,264,4
fusion12/264.bmp,29.44489271,264,5
raw/264.bmp,38.83358454,264,6
HP/264.bmp,23.02568921,264,7
IBLA/264.bmp,45.83016789,264,8
twostep/264.bmp,40.89726875,264,9
ACPAB/264.bmp,29.35472314,264,10
waternet/265.bmp,45.88528811,265,1
funiegan/265.bmp,48.85890475,265,2
fusion18/265.bmp,67.96174612,265,3
dive/265.bmp,50.7723138,265,4
fusion12/265.bmp,29.59408795,265,5
raw/265.bmp,43.98973477,265,6
HP/265.bmp,22.82732149,265,7
IBLA/265.bmp,50.52349673,265,8
twostep/265.bmp,46.60428447,265,9
ACPAB/265.bmp,28.87043737,265,10
waternet/266.bmp,54.49461391,266,1
funiegan/266.bmp,48.77537085,266,2
fusion18/266.bmp,64.30525293,266,3
dive/266.bmp,64.90253058,266,4
fusion12/266.bmp,38.87367516,266,5
raw/266.bmp,48.2994315,266,6
HP/266.bmp,21.9420727,266,7
IBLA/266.bmp,42.46630151,266,8
twostep/266.bmp,40.5873685,266,9
ACPAB/266.bmp,29.45711083,266,10
waternet/267.bmp,54.18280224,267,1
funiegan/267.bmp,49.75131388,267,2
fusion18/267.bmp,53.69838087,267,3
dive/267.bmp,42.63557471,267,4
fusion12/267.bmp,34.02658248,267,5
raw/267.bmp,44.67488711,267,6
HP/267.bmp,35.51865131,267,7
IBLA/267.bmp,44.05019921,267,8
twostep/267.bmp,38.15323267,267,9
ACPAB/267.bmp,21.95575181,267,10
waternet/268.bmp,58.9327479,268,1
funiegan/268.bmp,67.76601512,268,2
fusion18/268.bmp,70.44562156,268,3
dive/268.bmp,61.07771051,268,4
fusion12/268.bmp,58.21889627,268,5
raw/268.bmp,45.64691766,268,6
HP/268.bmp,28.00358247,268,7
IBLA/268.bmp,52.45384817,268,8
twostep/268.bmp,49.3342199,268,9
ACPAB/268.bmp,54.6999561,268,10
waternet/269.bmp,53.0988149,269,1
funiegan/269.bmp,62.9004858,269,2
fusion18/269.bmp,61.28739835,269,3
dive/269.bmp,58.14742857,269,4
fusion12/269.bmp,48.30486416,269,5
raw/269.bmp,48.57583003,269,6
HP/269.bmp,26.76158905,269,7
IBLA/269.bmp,48.72847288,269,8
twostep/269.bmp,43.98723489,269,9
ACPAB/269.bmp,33.60033103,269,10
waternet/270.bmp,47.29392247,270,1
funiegan/270.bmp,54.60609881,270,2
fusion18/270.bmp,49.43687745,270,3
dive/270.bmp,51.57497766,270,4
fusion12/270.bmp,49.37059043,270,5
raw/270.bmp,47.32552583,270,6
HP/270.bmp,23.9055953,270,7
IBLA/270.bmp,53.90296046,270,8
twostep/270.bmp,44.21363316,270,9
ACPAB/270.bmp,34.79305942,270,10
waternet/271.bmp,47.28725637,271,1
funiegan/271.bmp,52.22519714,271,2
fusion18/271.bmp,46.94103576,271,3
dive/271.bmp,47.40075341,271,4
fusion12/271.bmp,47.34853614,271,5
raw/271.bmp,45.94832544,271,6
HP/271.bmp,25.89742617,271,7
IBLA/271.bmp,48.49288016,271,8
twostep/271.bmp,62.63529728,271,9
ACPAB/271.bmp,61.81479924,271,10
waternet/272.bmp,56.37498856,272,1
funiegan/272.bmp,72.99318663,272,2
fusion18/272.bmp,70.04604054,272,3
dive/272.bmp,66.70203623,272,4
fusion12/272.bmp,50.83539371,272,5
raw/272.bmp,45.19087644,272,6
HP/272.bmp,38.98403627,272,7
IBLA/272.bmp,47.74983055,272,8
twostep/272.bmp,76.73738955,272,9
ACPAB/272.bmp,56.37883232,272,10
waternet/273.bmp,48.71417268,273,1
funiegan/273.bmp,52.39823232,273,2
fusion18/273.bmp,50.4145263,273,3
dive/273.bmp,55.70362958,273,4
fusion12/273.bmp,48.81700207,273,5
raw/273.bmp,46.97770707,273,6
HP/273.bmp,25.15143057,273,7
IBLA/273.bmp,47.85718845,273,8
twostep/273.bmp,44.94983238,273,9
ACPAB/273.bmp,45.37733677,273,10
waternet/274.bmp,56.48689044,274,1
funiegan/274.bmp,54.35174974,274,2
fusion18/274.bmp,62.06858822,274,3
dive/274.bmp,73.97715107,274,4
fusion12/274.bmp,40.22821674,274,5
raw/274.bmp,49.23717638,274,6
HP/274.bmp,25.77425433,274,7
IBLA/274.bmp,47.56271799,274,8
twostep/274.bmp,45.07737091,274,9
ACPAB/274.bmp,32.4700368,274,10
waternet/275.bmp,50.62333513,275,1
funiegan/275.bmp,47.31634278,275,2
fusion18/275.bmp,64.00728484,275,3
dive/275.bmp,66.4334337,275,4
fusion12/275.bmp,37.96127646,275,5
raw/275.bmp,47.66838959,275,6
HP/275.bmp,23.04770474,275,7
IBLA/275.bmp,47.70164999,275,8
twostep/275.bmp,46.48875512,275,9
ACPAB/275.bmp,29.17918559,275,10
waternet/276.bmp,60.14640576,276,1
funiegan/276.bmp,56.58133672,276,2
fusion18/276.bmp,64.82809364,276,3
dive/276.bmp,48.77639593,276,4
fusion12/276.bmp,61.83096791,276,5
raw/276.bmp,43.85955649,276,6
HP/276.bmp,44.76745071,276,7
IBLA/276.bmp,55.16912894,276,8
twostep/276.bmp,61.67528835,276,9
ACPAB/276.bmp,61.63797616,276,10
waternet/277.bmp,45.10596332,277,1
funiegan/277.bmp,52.35390316,277,2
fusion18/277.bmp,53.18413615,277,3
dive/277.bmp,50.27105288,277,4
fusion12/277.bmp,47.02996943,277,5
raw/277.bmp,44.15342363,277,6
HP/277.bmp,32.10347082,277,7
IBLA/277.bmp,44.00516972,277,8
twostep/277.bmp,29.46718583,277,9
ACPAB/277.bmp,25.56490371,277,10
waternet/278.bmp,44.98215478,278,1
funiegan/278.bmp,48.42032182,278,2
fusion18/278.bmp,60.84199602,278,3
dive/278.bmp,46.42146949,278,4
fusion12/278.bmp,25.8448669,278,5
raw/278.bmp,49.25327115,278,6
HP/278.bmp,23.03402562,278,7
IBLA/278.bmp,46.83435265,278,8
twostep/278.bmp,39.74563604,278,9
ACPAB/278.bmp,48.11694848,278,10
waternet/279.bmp,53.4701974,279,1
funiegan/279.bmp,50.17652574,279,2
fusion18/279.bmp,52.64574282,279,3
dive/279.bmp,46.93669611,279,4
fusion12/279.bmp,48.51650975,279,5
raw/279.bmp,42.36536488,279,6
HP/279.bmp,27.64934898,279,7
IBLA/279.bmp,50.72946621,279,8
twostep/279.bmp,44.93158268,279,9
ACPAB/279.bmp,43.51147976,279,10
waternet/280.bmp,55.10454373,280,1
funiegan/280.bmp,68.1709274,280,2
fusion18/280.bmp,69.71452634,280,3
dive/280.bmp,60.9265804,280,4
fusion12/280.bmp,50.34590144,280,5
raw/280.bmp,46.93619865,280,6
HP/280.bmp,43.03665364,280,7
IBLA/280.bmp,51.68784892,280,8
twostep/280.bmp,65.81784098,280,9
ACPAB/280.bmp,74.87112724,280,10
waternet/281.bmp,54.86813016,281,1
funiegan/281.bmp,56.3795754,281,2
fusion18/281.bmp,60.43303026,281,3
dive/281.bmp,34.01655124,281,4
fusion12/281.bmp,55.80419361,281,5
raw/281.bmp,43.44338699,281,6
HP/281.bmp,21.62358229,281,7
IBLA/281.bmp,43.08451684,281,8
twostep/281.bmp,46.5053959,281,9
ACPAB/281.bmp,27.13103069,281,10
waternet/282.bmp,51.27874193,282,1
funiegan/282.bmp,61.10383702,282,2
fusion18/282.bmp,66.33248242,282,3
dive/282.bmp,52.00111172,282,4
