dmos,image,noise,reference,,,,
0.696389921,i05_16_4.bmp,16,5,,,,
0.574821389,i05_16_5.bmp,16,5,,,,
0.725426607,i05_17_1.bmp,17,5,,,,
0.944775218,i05_17_2.bmp,17,5,,,,
0.542548843,i05_17_3.bmp,17,5,,,,
0.906293433,i05_17_4.bmp,17,5,,,,
0.366842755,i05_17_5.bmp,17,5,,,,
0.650123998,i05_18_1.bmp,18,5,,,,
0.568385526,i05_18_2.bmp,18,5,,,,
0.50218521,i05_18_3.bmp,18,5,,,,
0.472762688,i05_18_4.bmp,18,5,,,,
0.417044495,i05_18_5.bmp,18,5,,,,
0.707497415,i05_19_1.bmp,19,5,,,,
0.654409792,i05_19_2.bmp,19,5,,,,
0.571235551,i05_19_3.bmp,19,5,,,,
0.488761265,i05_19_4.bmp,19,5,,,,
0.448004624,i05_19_5.bmp,19,5,,,,
0.780351613,i05_20_1.bmp,20,5,,,,
0.762859893,i05_20_2.bmp,20,5,,,,
0.685894889,i05_20_3.bmp,20,5,,,,
0.607093936,i05_20_4.bmp,20,5,,,,
0.435984894,i05_20_5.bmp,20,5,,,,
0.768456669,i05_21_1.bmp,21,5,,,,
0.671639029,i05_21_2.bmp,21,5,,,,
0.591438165,i05_21_3.bmp,21,5,,,,
0.445731203,i05_21_4.bmp,21,5,,,,
0.320226854,i05_21_5.bmp,21,5,,,,
0.721840769,i05_22_1.bmp,22,5,,,,
0.71825493,i05_22_2.bmp,22,5,,,,
0.647413104,i05_22_3.bmp,22,5,,,,
0.553306358,i05_22_4.bmp,22,5,,,,
0.420017872,i05_22_5.bmp,22,5,,,,
0.787348301,i05_23_1.bmp,23,5,,,,
0.764870831,i05_23_2.bmp,23,5,,,,
0.773354925,i05_23_3.bmp,23,5,,,,
0.790846645,i05_23_4.bmp,23,5,,,,
0.745366738,i05_23_5.bmp,23,5,,,,
0.757699154,i05_24_1.bmp,24,5,,,,
0.769856581,i05_24_2.bmp,24,5,,,,
0.711083253,i05_24_3.bmp,24,5,,,,
0.531966316,i05_24_4.bmp,24,5,,,,
0.339555958,i05_24_5.bmp,24,5,,,,
0.790941311,I06_01_1.bmp,1,6,,,,
0.706302613,i06_01_2.bmp,1,6,,,,
0.686273554,i06_01_3.bmp,1,6,,,,
0.584042732,i06_01_4.bmp,1,6,,,,
0.483183135,i06_01_5.bmp,1,6,,,,
0.849089269,i06_02_1.bmp,2,6,,,,
0.794816886,i06_02_2.bmp,2,6,,,,
0.74829852,i06_02_3.bmp,2,6,,,,
0.658490477,i06_02_4.bmp,2,6,,,,
0.594742874,i06_02_5.bmp,2,6,,,,
0.622632092,i06_03_1.bmp,3,6,,,,
0.547158797,i06_03_2.bmp,3,6,,,,
0.46326165,i06_03_3.bmp,3,6,,,,
0.387776881,i06_03_4.bmp,3,6,,,,
0.323812693,i06_03_5.bmp,3,6,,,,
0.801924018,i06_04_1.bmp,4,6,,,,
0.805908601,i06_04_2.bmp,4,6,,,,
0.782002533,i06_04_3.bmp,4,6,,,,
0.694026136,i06_04_4.bmp,4,6,,,,
0.622632092,i06_04_5.bmp,4,6,,,,
0.814200494,i06_05_1.bmp,5,6,,,,
0.784849689,i06_05_2.bmp,5,6,,,,
0.678519536,i06_05_3.bmp,5,6,,,,
0.5430609,i06_05_4.bmp,5,6,,,,
0.387776881,i06_05_5.bmp,5,6,,,,
0.626616675,i06_06_1.bmp,6,6,,,,
0.594742874,i06_06_2.bmp,6,6,,,,
0.507089203,i06_06_3.bmp,6,6,,,,
0.471230818,i06_06_4.bmp,6,6,,,,
0.403282046,i06_06_5.bmp,6,6,,,,
0.728914911,i06_07_1.bmp,7,6,,,,
0.698789564,i06_07_2.bmp,7,6,,,,
0.597112396,i06_07_3.bmp,7,6,,,,
0.416020379,i06_07_4.bmp,7,6,,,,
0.350449736,i06_07_5.bmp,7,6,,,,
0.709532737,i06_08_1.bmp,8,6,,,,
0.622632092,i06_08_2.bmp,8,6,,,,
0.465196568,i06_08_3.bmp,8,6,,,,
0.352886672,i06_08_4.bmp,8,6,,,,
0.259848505,i06_08_5.bmp,8,6,,,,
0.833582669,i06_09_1.bmp,9,6,,,,
0.806446477,i06_09_2.bmp,9,6,,,,
0.663012936,i06_09_3.bmp,9,6,,,,
0.395529463,i06_09_4.bmp,9,6,,,,
0.202918299,i06_09_5.bmp,9,6,,,,
0.802570903,i06_10_1.bmp,10,6,,,,
0.772554566,i06_10_2.bmp,10,6,,,,
0.743867858,i06_10_3.bmp,10,6,,,,
0.418788646,i06_10_4.bmp,10,6,,,,
0.220222121,i06_10_5.bmp,10,6,,,,
0.759928111,I06_11_1.BMP,11,6,,,,
0.710285763,i06_11_2.bmp,11,6,,,,
0.610679775,i06_11_3.bmp,11,6,,,,
0.407159055,i06_11_4.bmp,11,6,,,,
0.073773607,i06_11_5.bmp,11,6,,,,
0.805908601,i06_12_1.bmp,12,6,,,,
0.64653816,i06_12_2.bmp,12,6,,,,
0.589358379,i06_12_3.bmp,12,6,,,,
0.485687484,i06_12_4.bmp,12,6,,,,
0.515703821,i06_12_5.bmp,12,6,,,,
0.635878179,I06_13_1.BMP,13,6,,,,
0.657807733,i06_13_2.bmp,13,6,,,,
0.563551816,i06_13_3.bmp,13,6,,,,
0.423418681,i06_13_4.bmp,13,6,,,,
0.352886672,i06_13_5.bmp,13,6,,,,
0.825830086,i06_14_1.bmp,14,6,,,,
0.825830086,i06_14_2.bmp,14,6,,,,
0.649611941,i06_14_3.bmp,14,6,,,,
0.586773706,i06_14_4.bmp,14,6,,,,
0.582790557,i06_14_5.bmp,14,6,,,,
0.484690621,i06_15_1.bmp,15,6,,,,
0.442047829,i06_15_2.bmp,15,6,,,,
0.503104619,i06_15_3.bmp,15,6,,,,
0.597112396,i06_15_4.bmp,15,6,,,,
0.658490477,i06_15_5.bmp,15,6,,,,
0.76380512,i06_16_1.bmp,16,6,,,,
0.861688471,i06_16_2.bmp,16,6,,,,
0.694348862,i06_16_3.bmp,16,6,,,,
0.802570903,i06_16_4.bmp,16,6,,,,
0.558884489,i06_16_5.bmp,16,6,,,,
0.762082483,i06_17_1.bmp,17,6,,,,
0.837459677,i06_17_2.bmp,17,6,,,,
0.546932172,i06_17_3.bmp,17,6,,,,
0.802570903,i06_17_4.bmp,17,6,,,,
0.449801847,i06_17_5.bmp,17,6,,,,
0.711083253,i06_18_1.bmp,18,6,,,,
0.59075829,i06_18_2.bmp,18,6,,,,
0.523026103,i06_18_3.bmp,18,6,,,,
0.500197221,i06_18_4.bmp,18,6,,,,
0.507949804,i06_18_5.bmp,18,6,,,,
0.730207247,i06_19_1.bmp,19,6,,,,
0.721162328,i06_19_2.bmp,19,6,,,,
0.674643962,i06_19_3.bmp,19,6,,,,
0.566852222,i06_19_4.bmp,19,6,,,,
0.480813612,i06_19_5.bmp,19,6,,,,
0.770050216,i06_20_1.bmp,20,6,,,,
0.722239514,i06_20_2.bmp,20,6,,,,
0.767680694,i06_20_3.bmp,20,6,,,,
0.674643962,i06_20_4.bmp,20,6,,,,
0.535085996,i06_20_5.bmp,20,6,,,,
0.783187294,i06_21_1.bmp,21,6,,,,
0.698333446,i06_21_2.bmp,21,6,,,,
0.641416148,i06_21_3.bmp,21,6,,,,
0.487167718,i06_21_4.bmp,21,6,,,,
0.367640246,i06_21_5.bmp,21,6,,,,
0.7740348,i06_22_1.bmp,22,6,,,,
0.722239514,i06_22_2.bmp,22,6,,,,
0.562222187,i06_22_3.bmp,22,6,,,,
0.476938038,i06_22_4.bmp,22,6,,,,
0.391652455,i06_22_5.bmp,22,6,,,,
0.813536397,i06_23_1.bmp,23,6,,,,
0.797940868,i06_23_2.bmp,23,6,,,,
0.77931172,i06_23_3.bmp,23,6,,,,
0.728914911,i06_23_4.bmp,23,6,,,,
0.301273546,i06_23_5.bmp,23,6,,,,
0.802570903,i06_24_1.bmp,24,6,,,,
0.797143378,i06_24_2.bmp,24,6,,,,
0.655260353,i06_24_3.bmp,24,6,,,,
0.426542664,i06_24_4.bmp,24,6,,,,
0.092725481,i06_24_5.bmp,24,6,,,,
0.780192402,I07_01_1.bmp,1,7,,,,
0.695436088,i07_01_2.bmp,1,7,,,,
0.653709837,i07_01_3.bmp,1,7,,,,
0.60416072,i07_01_4.bmp,1,7,,,,
0.535547852,i07_01_5.bmp,1,7,,,,
0.832204272,i07_02_1.bmp,2,7,,,,
0.806271488,i07_02_2.bmp,2,7,,,,
0.762452541,i07_02_3.bmp,2,7,,,,
0.715753449,i07_02_4.bmp,2,7,,,,
0.64733565,i07_02_5.bmp,2,7,,,,
0.672833831,i07_03_1.bmp,3,7,,,,
0.571561145,i07_03_2.bmp,3,7,,,,
0.500713582,i07_03_3.bmp,3,7,,,,
0.440153072,i07_03_4.bmp,3,7,,,,
0.357280041,i07_03_5.bmp,3,7,,,,
0.806706092,i07_04_1.bmp,4,7,,,,
0.825830086,i07_04_2.bmp,4,7,,,,
0.742957055,i07_04_3.bmp,4,7,,,,
0.675399857,i07_04_4.bmp,4,7,,,,
0.568983644,i07_04_5.bmp,4,7,,,,
0.832204272,i07_05_1.bmp,5,7,,,,
0.797143378,i07_05_2.bmp,5,7,,,,
0.705215387,i07_05_3.bmp,5,7,,,,
0.578991002,i07_05_4.bmp,5,7,,,,
0.441167147,i07_05_5.bmp,5,7,,,,
0.658490477,i07_06_1.bmp,6,7,,,,
0.626979562,i07_06_2.bmp,6,7,,,,
0.561781846,i07_06_3.bmp,6,7,,,,
0.503104619,i07_06_4.bmp,6,7,,,,
0.441167147,i07_06_5.bmp,6,7,,,,
0.765788806,i07_07_1.bmp,7,7,,,,
0.709717766,i07_07_2.bmp,7,7,,,,
0.584600688,i07_07_3.bmp,7,7,,,,
0.484776681,i07_07_4.bmp,7,7,,,,
0.372179917,i07_07_5.bmp,7,7,,,,
0.806271488,i07_08_1.bmp,8,7,,,,
0.758893955,i07_08_2.bmp,8,7,,,,
0.622355265,i07_08_3.bmp,8,7,,,,
0.456089973,i07_08_4.bmp,8,7,,,,
0.343371291,i07_08_5.bmp,8,7,,,,
0.886390595,i07_09_1.bmp,9,7,,,,
0.829017179,i07_09_2.bmp,9,7,,,,
0.714994686,i07_09_3.bmp,9,7,,,,
0.53562674,i07_09_4.bmp,9,7,,,,
0.319032053,i07_09_5.bmp,9,7,,,,
0.84495408,i07_10_1.bmp,10,7,,,,
0.809530298,i07_10_2.bmp,10,7,,,,
0.688915599,i07_10_3.bmp,10,7,,,,
0.496585565,i07_10_4.bmp,10,7,,,,
0.284694063,i07_10_5.bmp,10,7,,,,
0.752445183,I07_11_1.BMP,11,7,,,,
0.612273321,i07_11_2.bmp,11,7,,,,
0.457466935,i07_11_3.bmp,11,7,,,,
0.312656432,i07_11_4.bmp,11,7,,,,
0.105402137,i07_11_5.bmp,11,7,,,,
0.731294473,i07_12_1.bmp,12,7,,,,
0.643277915,i07_12_2.bmp,12,7,,,,
0.472026874,i07_12_3.bmp,12,7,,,,
0.375970866,i07_12_4.bmp,12,7,,,,
0.32540624,i07_12_5.bmp,12,7,,,,
0.622355265,I07_13_1.BMP,13,7,,,,
0.548742303,i07_13_2.bmp,13,7,,,,
0.44889965,i07_13_3.bmp,13,7,,,,
0.356410834,i07_13_4.bmp,13,7,,,,
0.32540624,i07_13_5.bmp,13,7,,,,
0.796490755,i07_14_1.bmp,14,7,,,,
0.848648928,i07_14_2.bmp,14,7,,,,
0.783452646,i07_14_3.bmp,14,7,,,,
0.714270346,i07_14_4.bmp,14,7,,,,
0.568302335,i07_14_5.bmp,14,7,,,,
0.486804831,i07_15_1.bmp,15,7,,,,
0.436965979,i07_15_2.bmp,15,7,,,,
0.402048518,i07_15_3.bmp,15,7,,,,
0.444427392,i07_15_4.bmp,15,7,,,,
0.488927648,i07_15_5.bmp,15,7,,,,
0.855169417,i07_16_1.bmp,16,7,,,,
0.875865442,i07_16_2.bmp,16,7,,,,
0.816267372,i07_16_3.bmp,16,7,,,,
0.733395775,i07_16_4.bmp,16,7,,,,
0.656317459,i07_16_5.bmp,16,7,,,,
0.76063237,i07_17_1.bmp,17,7,,,,
0.883203502,i07_17_2.bmp,17,7,,,,
0.597019164,i07_17_3.bmp,17,7,,,,
0.930144997,i07_17_4.bmp,17,7,,,,
0.444427392,i07_17_5.bmp,17,7,,,,
0.737813528,i07_18_1.bmp,18,7,,,,
0.675877491,i07_18_2.bmp,18,7,,,,
0.593149327,i07_18_3.bmp,18,7,,,,
0.519404407,i07_18_4.bmp,18,7,,,,
0.486804831,i07_18_5.bmp,18,7,,,,
0.806706092,i07_19_1.bmp,19,7,,,,
0.746144148,i07_19_2.bmp,19,7,,,,
0.653709837,i07_19_3.bmp,19,7,,,,
0.555262792,i07_19_4.bmp,19,7,,,,
0.496585565,i07_19_5.bmp,19,7,,,,
0.789971701,i07_20_1.bmp,20,7,,,,
0.742957055,i07_20_2.bmp,20,7,,,,
0.599004284,i07_20_3.bmp,20,7,,,,
0.484776681,i07_20_4.bmp,20,7,,,,
0.385522105,i07_20_5.bmp,20,7,,,,
0.778019384,i07_21_1.bmp,21,7,,,,
0.675877491,i07_21_2.bmp,21,7,,,,
0.554899905,i07_21_3.bmp,21,7,,,,
0.450946446,i07_21_4.bmp,21,7,,,,
0.298795015,i07_21_5.bmp,21,7,,,,
0.816267372,i07_22_1.bmp,22,7,,,,
0.715753449,i07_22_2.bmp,22,7,,,,
0.632361189,i07_22_3.bmp,22,7,,,,
0.55945392,i07_22_4.bmp,22,7,,,,
0.346631535,i07_22_5.bmp,22,7,,,,
0.829017179,i07_23_1.bmp,23,7,,,,
0.787580663,i07_23_2.bmp,23,7,,,,
0.688770732,i07_23_3.bmp,23,7,,,,
0.568983644,i07_23_4.bmp,23,7,,,,
0.344530234,i07_23_5.bmp,23,7,,,,
0.785802088,i07_24_1.bmp,24,7,,,,
0.672833831,i07_24_2.bmp,24,7,,,,
0.519404407,i07_24_3.bmp,24,7,,,,
0.287954308,i07_24_4.bmp,24,7,,,,
0.033530459,i07_24_5.bmp,24,7,,,,
0.761054064,I08_01_1.bmp,1,8,,,,
0.640754919,i08_01_2.bmp,1,8,,,,
0.659262149,i08_01_3.bmp,1,8,,,,
0.553306358,i08_01_4.bmp,1,8,,,,
0.474186983,i08_01_5.bmp,1,8,,,,
0.76756021,i08_02_1.bmp,2,8,,,,
0.761054064,i08_02_2.bmp,2,8,,,,
0.740666421,i08_02_3.bmp,2,8,,,,
0.714785273,i08_02_4.bmp,2,8,,,,
0.631500587,i08_02_5.bmp,2,8,,,,
0.631500587,i08_03_1.bmp,3,8,,,,
0.58060463,i08_03_2.bmp,3,8,,,,
0.462465594,i08_03_3.bmp,3,8,,,,
0.391047165,i08_03_4.bmp,3,8,,,,
0.301401202,i08_03_5.bmp,3,8,,,,
0.835084418,i08_04_1.bmp,4,8,,,,
0.80269569,i08_04_2.bmp,4,8,,,,
0.772042508,i08_04_3.bmp,4,8,,,,
0.745148719,i08_04_4.bmp,4,8,,,,
0.677769379,i08_04_5.bmp,4,8,,,,
0.730207247,i08_05_1.bmp,5,8,,,,
0.747172566,i08_05_2.bmp,5,8,,,,
0.642055862,i08_05_3.bmp,5,8,,,,
0.534335838,i08_05_4.bmp,5,8,,,,
0.413458656,i08_05_5.bmp,5,8,,,,
0.594486128,i08_06_1.bmp,6,8,,,,
0.552409899,i08_06_2.bmp,6,8,,,,
0.52940029,i08_06_3.bmp,6,8,,,,
0.483439881,i08_06_4.bmp,6,8,,,,
0.404783795,i08_06_5.bmp,6,8,,,,
0.754113315,i08_07_1.bmp,7,8,,,,
0.631500587,i08_07_2.bmp,7,8,,,,
0.562869072,i08_07_3.bmp,7,8,,,,
0.460305485,i08_07_4.bmp,7,8,,,,
0.307619046,i08_07_5.bmp,7,8,,,,
0.713772632,i08_08_1.bmp,8,8,,,,
0.624126669,i08_08_2.bmp,8,8,,,,
0.52508294,i08_08_3.bmp,8,8,,,,
0.377022234,i08_08_4.bmp,8,8,,,,
0.247468757,i08_08_5.bmp,8,8,,,,
0.78418846,i08_09_1.bmp,9,8,,,,
0.807900893,i08_09_2.bmp,9,8,,,,
0.686878843,i08_09_3.bmp,9,8,,,,
0.467246234,i08_09_4.bmp,9,8,,,,
0.216237537,i08_09_5.bmp,9,8,,,,
0.82120292,i08_10_1.bmp,10,8,,,,
0.76756021,i08_10_2.bmp,10,8,,,,
0.637573563,i08_10_3.bmp,10,8,,,,
0.42690555,i08_10_4.bmp,10,8,,,,
0.157967661,i08_10_5.bmp,10,8,,,,
0.825830086,I08_11_1.BMP,11,8,,,,
0.71825493,i08_11_2.bmp,11,8,,,,
0.620242489,i08_11_3.bmp,11,8,,,,
0.566724566,i08_11_4.bmp,11,8,,,,
0.290345345,i08_11_5.bmp,11,8,,,,
0.853591648,i08_12_1.bmp,12,8,,,,
0.788815626,i08_12_2.bmp,12,8,,,,
0.754113315,i08_12_3.bmp,12,8,,,,
0.655502756,i08_12_4.bmp,12,8,,,,
0.574821389,i08_12_5.bmp,12,8,,,,
0.794453999,I08_13_1.BMP,13,8,,,,
0.433778886,i08_13_2.bmp,13,8,,,,
0.594486128,i08_13_3.bmp,13,8,,,,
0.357280041,i08_13_4.bmp,13,8,,,,
0.270025115,i08_13_5.bmp,13,8,,,,
0.776524806,i08_14_1.bmp,14,8,,,,
0.745148719,i08_14_2.bmp,14,8,,,,
0.663889315,i08_14_3.bmp,14,8,,,,
0.64653816,i08_14_4.bmp,14,8,,,,
0.538963004,i08_14_5.bmp,14,8,,,,
0.506574276,i08_15_1.bmp,15,8,,,,
0.386275131,i08_15_2.bmp,15,8,,,,
0.435870147,i08_15_3.bmp,15,8,,,,
0.494140023,i08_15_4.bmp,15,8,,,,
0.469559817,i08_15_5.bmp,15,8,,,,
0.834794682,i08_16_1.bmp,16,8,,,,
0.789971701,i08_16_2.bmp,16,8,,,,
0.807322856,i08_16_3.bmp,16,8,,,,
0.668516481,i08_16_4.bmp,16,8,,,,
0.620242489,i08_16_5.bmp,16,8,,,,
0.740666421,i08_17_1.bmp,17,8,,,,
0.76568123,i08_17_2.bmp,17,8,,,,
0.565856793,i08_17_3.bmp,17,8,,,,
0.691650877,i08_17_4.bmp,17,8,,,,
0.432543923,i08_17_5.bmp,17,8,,,,
0.574821389,i08_18_1.bmp,18,8,,,,
0.501948545,i08_18_2.bmp,18,8,,,,
0.386564867,i08_18_3.bmp,18,8,,,,
0.373117973,i08_18_4.bmp,18,8,,,,
0.377022234,i08_18_5.bmp,18,8,,,,
0.737919669,i08_19_1.bmp,19,8,,,,
0.673142213,i08_19_2.bmp,19,8,,,,
0.637573563,i08_19_3.bmp,19,8,,,,
0.54359017,i08_19_4.bmp,19,8,,,,
0.480693128,i08_19_5.bmp,19,8,,,,
0.807322856,i08_20_1.bmp,20,8,,,,
0.82120292,i08_20_2.bmp,20,8,,,,
0.720645967,i08_20_3.bmp,20,8,,,,
0.628608967,i08_20_4.bmp,20,8,,,,
0.512069215,i08_20_5.bmp,20,8,,,,
0.781007104,i08_21_1.bmp,21,8,,,,
0.673142213,i08_21_2.bmp,21,8,,,,
0.58060463,i08_21_3.bmp,21,8,,,,
0.511201442,i08_21_4.bmp,21,8,,,,
0.349260672,i08_21_5.bmp,21,8,,,,
0.770306962,i08_22_1.bmp,22,8,,,,
0.747172566,i08_22_2.bmp,22,8,,,,
0.5620974,i08_22_3.bmp,22,8,,,,
0.40449406,i08_22_4.bmp,22,8,,,,
0.3058835,i08_22_5.bmp,22,8,,,,
0.830457252,i08_23_1.bmp,23,8,,,,
0.848964482,i08_23_2.bmp,23,8,,,,
0.779561294,i08_23_3.bmp,23,8,,,,
0.754113315,i08_23_4.bmp,23,8,,,,
0.745148719,i08_23_5.bmp,23,8,,,,
0.816575754,i08_24_1.bmp,24,8,,,,
0.794453999,i08_24_2.bmp,24,8,,,,
0.724038171,i08_24_3.bmp,24,8,,,,
0.534335838,i08_24_4.bmp,24,8,,,,
0.341741886,i08_24_5.bmp,24,8,,,,
0.734554718,I09_01_1.bmp,1,9,,,,
0.682396545,i09_01_2.bmp,1,9,,,,
0.617198829,i09_01_3.bmp,1,9,,,,
0.54359017,i09_01_4.bmp,1,9,,,,
0.486804831,i09_01_5.bmp,1,9,,,,
0.808444506,i09_02_1.bmp,2,9,,,,
0.830176122,i09_02_2.bmp,2,9,,,,
0.763077912,i09_02_3.bmp,2,9,,,,
0.664467352,i09_02_4.bmp,2,9,,,,
0.617198829,i09_02_5.bmp,2,9,,,,
0.625892336,i09_03_1.bmp,3,9,,,,
0.552409899,i09_03_2.bmp,3,9,,,,
0.495498338,i09_03_3.bmp,3,9,,,,
0.431387849,i09_03_4.bmp,3,9,,,,
0.378143884,i09_03_5.bmp,3,9,,,,
0.788815626,i09_04_1.bmp,4,9,,,,
0.76756021,i09_04_2.bmp,4,9,,,,
0.737919669,i09_04_3.bmp,4,9,,,,
0.636127753,i09_04_4.bmp,4,9,,,,
0.578081634,i09_04_5.bmp,4,9,,,,
0.816575754,i09_05_1.bmp,5,9,,,,
0.754113315,i09_05_2.bmp,5,9,,,,
0.677914247,i09_05_3.bmp,5,9,,,,
0.552002547,i09_05_4.bmp,5,9,,,,
0.480693128,i09_05_5.bmp,5,9,,,,
0.713772632,i09_06_1.bmp,6,9,,,,
0.583785986,i09_06_2.bmp,6,9,,,,
0.5620974,i09_06_3.bmp,6,9,,,,
0.512069215,i09_06_4.bmp,6,9,,,,
0.444834743,i09_06_5.bmp,6,9,,,,
0.665010965,i09_07_1.bmp,7,9,,,,
0.64653816,i09_07_2.bmp,7,9,,,,
0.557470234,i09_07_3.bmp,7,9,,,,
0.491152302,i09_07_4.bmp,7,9,,,,
0.353887838,i09_07_5.bmp,7,9,,,,
0.807900893,i09_08_1.bmp,8,9,,,,
0.717167704,i09_08_2.bmp,8,9,,,,
0.588268284,i09_08_3.bmp,8,9,,,,
0.465073216,i09_08_4.bmp,8,9,,,,
0.3058835,i09_08_5.bmp,8,9,,,,
0.904065911,i09_09_1.bmp,9,9,,,,
0.838869629,i09_09_2.bmp,9,9,,,,
0.704129595,i09_09_3.bmp,9,9,,,,
0.52551611,i09_09_4.bmp,9,9,,,,
0.325985711,i09_09_5.bmp,9,9,,,,
0.825830086,i09_10_1.bmp,10,9,,,,
0.776524806,i09_10_2.bmp,10,9,,,,
0.668949651,i09_10_3.bmp,10,9,,,,
0.423291025,i09_10_4.bmp,10,9,,,,
0.301401202,i09_10_5.bmp,10,9,,,,
0.812383191,I09_11_1.BMP,11,9,,,,
0.704808036,i09_11_2.bmp,11,9,,,,
0.534480706,i09_11_3.bmp,11,9,,,,
0.310365799,i09_11_4.bmp,11,9,,,,
0.091276802,i09_11_5.bmp,11,9,,,,
0.834523593,i09_12_1.bmp,12,9,,,,
0.812383191,i09_12_2.bmp,12,9,,,,
0.668949651,i09_12_3.bmp,12,9,,,,
0.391047165,i09_12_4.bmp,12,9,,,,
0.373117973,i09_12_5.bmp,12,9,,,,
0.612852793,I09_13_1.BMP,13,9,,,,
0.506574276,i09_13_2.bmp,13,9,,,,
0.443340166,i09_13_3.bmp,13,9,,,,
0.369450377,i09_13_4.bmp,13,9,,,,
0.378143884,i09_13_5.bmp,13,9,,,,
0.803418595,i09_14_1.bmp,14,9,,,,
0.751940297,i09_14_2.bmp,14,9,,,,
0.866170769,i09_14_3.bmp,14,9,,,,
0.601715178,i09_14_4.bmp,14,9,,,,
0.440352445,i09_14_5.bmp,14,9,,,,
0.38248992,i09_15_1.bmp,15,9,,,,
0.40422297,i09_15_2.bmp,15,9,,,,
0.431387849,i09_15_3.bmp,15,9,,,,
0.480693128,i09_15_4.bmp,15,9,,,,
0.804097036,i09_15_5.bmp,15,9,,,,
0.834523593,i09_16_1.bmp,16,9,,,,
0.869294752,i09_16_2.bmp,16,9,,,,
0.789971701,i09_16_3.bmp,16,9,,,,
0.811950022,i09_16_4.bmp,16,9,,,,
0.634585843,i09_16_5.bmp,16,9,,,,
0.798936297,i09_17_1.bmp,17,9,,,,
0.938838504,i09_17_2.bmp,17,9,,,,
0.651020458,i09_17_3.bmp,17,9,,,,
0.877988259,i09_17_4.bmp,17,9,,,,
0.482458795,i09_17_5.bmp,17,9,,,,
0.656317459,i09_18_1.bmp,18,9,,,,
0.58242767,i09_18_2.bmp,18,9,,,,
0.548217336,i09_18_3.bmp,18,9,,,,
0.440352445,i09_18_4.bmp,18,9,,,,
0.417940954,i09_18_5.bmp,18,9,,,,
0.754113315,i09_19_1.bmp,19,9,,,,
0.636127753,i09_19_2.bmp,19,9,,,,
0.612993358,i09_19_3.bmp,19,9,,,,
0.5479276,i09_19_4.bmp,19,9,,,,
0.465073216,i09_19_5.bmp,19,9,,,,
0.798936297,i09_20_1.bmp,20,9,,,,
0.778019384,i09_20_2.bmp,20,9,,,,
0.610679775,i09_20_3.bmp,20,9,,,,
0.525923461,i09_20_4.bmp,20,9,,,,
0.38248992,i09_20_5.bmp,20,9,,,,
0.721515175,i09_21_1.bmp,21,9,,,,
0.655502756,i09_21_2.bmp,21,9,,,,
0.574821389,i09_21_3.bmp,21,9,,,,
0.467246234,i09_21_4.bmp,21,9,,,,
0.275230318,i09_21_5.bmp,21,9,,,,
0.785489402,i09_22_1.bmp,22,9,,,,
0.795404963,i09_22_2.bmp,22,9,,,,
0.754113315,i09_22_3.bmp,22,9,,,,
0.552409899,i09_22_4.bmp,22,9,,,,
0.35518878,i09_22_5.bmp,22,9,,,,
0.861688471,i09_23_1.bmp,23,9,,,,
0.866170769,i09_23_2.bmp,23,9,,,,
0.830176122,i09_23_3.bmp,23,9,,,,
0.655502756,i09_23_4.bmp,23,9,,,,
0.377600271,i09_23_5.bmp,23,9,,,,
0.789971701,i09_24_1.bmp,24,9,,,,
0.695843439,i09_24_2.bmp,24,9,,,,
0.503104619,i09_24_3.bmp,24,9,,,,
0.256441959,i09_24_4.bmp,24,9,,,,
0,i09_24_5.bmp,24,9,,,,
0.785374656,I10_01_1.bmp,1,10,,,,
0.744421511,i10_01_2.bmp,1,10,,,,
0.645618751,i10_01_3.bmp,1,10,,,,
0.616196229,i10_01_4.bmp,1,10,,,,
0.512541112,i10_01_5.bmp,1,10,,,,
0.833582669,i10_02_1.bmp,2,10,,,,
0.802570903,i10_02_2.bmp,2,10,,,,
0.792729928,i10_02_3.bmp,2,10,,,,
0.757888486,i10_02_4.bmp,2,10,,,,
0.643630762,i10_02_5.bmp,2,10,,,,
0.690149128,i10_03_1.bmp,3,10,,,,
0.59075829,i10_03_2.bmp,3,10,,,,
0.54264064,i10_03_3.bmp,3,10,,,,
0.43966253,i10_03_4.bmp,3,10,,,,
0.384496555,i10_03_5.bmp,3,10,,,,
0.836862994,i10_04_1.bmp,4,10,,,,
0.698333446,i10_04_2.bmp,4,10,,,,
0.705043267,i10_04_3.bmp,4,10,,,,
0.649296387,i10_04_4.bmp,4,10,,,,
0.572063162,i10_04_5.bmp,4,10,,,,
0.833185358,i10_05_1.bmp,5,10,,,,
0.796407564,i10_05_2.bmp,5,10,,,,
0.708141431,i10_05_3.bmp,5,10,,,,
0.59558196,i10_05_4.bmp,5,10,,,,
0.444599512,i10_05_5.bmp,5,10,,,,
0.705043267,i10_06_1.bmp,6,10,,,,
0.63200117,i10_06_2.bmp,6,10,,,,
0.622003853,i10_06_3.bmp,6,10,,,,
0.516316282,i10_06_4.bmp,6,10,,,,
0.453678855,i10_06_5.bmp,6,10,,,,
0.759928111,i10_07_1.bmp,7,10,,,,
0.686074181,i10_07_2.bmp,7,10,,,,
0.605163321,i10_07_3.bmp,7,10,,,,
0.538963004,i10_07_4.bmp,7,10,,,,
0.403078371,i10_07_5.bmp,7,10,,,,
0.822054915,i10_08_1.bmp,8,10,,,,
0.726529611,i10_08_2.bmp,8,10,,,,
